label	video	trace	time_0	time_10	time_20	time_30	time_40	time_50	time_60	time_70	time_80	time_90	time_100	time_110	time_120	time_130	time_140	time_150	time_160	time_170	time_180	time_190	time_200	time_210	time_220	time_230	time_240	time_250	time_260	time_270	time_280	time_290	time_300	time_310	time_320	time_330	time_340	time_350	time_360	time_370	time_380	time_390	time_400	time_410	time_420	time_430	time_440	time_450	time_460	time_470	time_480	time_490	time_500	time_510	time_520	time_530	time_540	time_550	time_560	time_570	time_580	time_590	time_600
PR8	005001	trace_052	105.625	107.097	105.507	106.257	106.042	106.549	106.417	107.0	105.66	107.278	106.431	106.215	107.271	106.125	107.056	106.903	106.764	106.882	107.424	107.854	106.896	107.965	107.028	106.528	106.993	106.833	108.042	108.632	106.0	106.597	107.382	108.069	106.882	106.09	105.785	106.34	106.34	106.382	105.826	106.007	105.701	105.132	105.66	105.931	105.319	106.222	106.361	105.201	106.257	105.229	105.681	107.222	105.667	105.819	106.806	106.785	106.174	106.542	105.222	106.306	105.625
PR8	005001	trace_053	104.194	103.826	103.771	103.569	103.792	104.347	104.306	103.972	103.208	103.84	103.806	103.632	103.764	104.25	103.951	104.083	103.972	103.389	104.396	104.299	104.361	104.097	103.729	103.653	103.792	104.007	103.562	103.535	104.153	104.062	103.806	104.299	103.819	103.931	103.708	103.951	103.347	103.903	104.917	103.479	103.889	104.486	103.785	104.229	104.076	103.972	104.514	103.771	104.361	104.035	104.09	103.806	104.549	103.194	104.076	104.229	103.958	104.354	103.188	104.25	104.069
PR8	005001	trace_054	104.986	104.764	104.389	105.507	104.799	104.708	105.194	105.326	104.639	105.618	104.965	104.438	104.778	104.792	105.097	106.056	105.375	105.889	104.917	104.569	104.958	105.049	105.028	105.021	104.958	105.188	105.799	105.326	105.222	105.125	104.833	105.104	105.049	105.875	105.0	106.153	104.903	105.535	105.812	105.146	105.111	104.757	104.958	104.486	104.806	105.0	105.889	105.389	105.75	104.854	104.194	104.736	105.076	104.743	104.5	104.243	105.042	104.965	104.16	104.799	105.271
PR8	005001	trace_055	111.528	111.292	113.875	113.451	111.66	109.764	109.042	110.771	111.917	111.243	110.597	110.535	109.194	108.917	109.118	109.569	109.931	110.486	109.347	110.0	110.354	110.118	110.354	110.403	110.444	110.882	110.417	109.993	110.076	112.736	110.188	109.903	111.222	110.861	110.812	111.215	110.215	111.701	109.688	111.104	109.056	110.125	112.0	110.646	110.569	111.41	111.444	111.118	111.049	110.403	109.472	110.201	110.528	109.882	109.958	109.66	110.361	110.486	111.771	111.799	109.938
PR8	005001	trace_056	108.333	108.507	109.944	108.868	108.139	107.986	107.639	108.215	108.243	109.736	109.583	111.201	112.472	109.979	108.486	110.306	109.292	109.375	110.569	109.569	108.896	108.854	108.285	107.924	106.917	108.319	109.938	110.819	109.625	110.062	109.097	108.736	108.986	109.118	113.458	114.049	111.132	111.292	107.201	108.146	108.486	107.431	108.611	108.528	108.715	109.472	110.236	109.5	108.854	108.896	108.181	107.986	108.347	111.743	110.264	110.931	109.16	109.167	109.118	109.403	108.938
PR8	005001	trace_057	107.389	106.396	105.757	106.264	106.229	107.382	107.562	106.597	106.458	111.319	106.646	107.722	106.806	107.347	106.111	107.16	106.854	106.104	106.597	105.542	106.465	105.59	106.062	105.535	105.819	106.493	107.389	106.861	105.167	107.097	106.0	105.882	106.903	105.979	107.076	106.59	106.083	106.208	106.771	106.16	106.403	106.993	106.438	106.438	106.34	106.174	106.375	106.528	107.396	106.722	106.986	109.743	110.896	108.042	107.799	107.41	107.111	106.854	106.931	106.583	107.139
PR8	005001	trace_058	105.549	105.889	106.562	106.681	106.931	106.111	106.368	107.278	107.097	107.042	108.021	105.535	105.667	106.153	105.597	105.111	104.868	105.208	105.958	105.66	106.292	105.597	106.132	105.278	105.764	105.597	105.312	105.361	106.41	106.104	105.569	105.688	106.236	105.618	106.208	106.139	106.736	105.722	106.903	106.451	107.535	106.819	106.736	106.715	106.042	107.215	107.389	107.458	108.076	106.347	106.042	106.632	107.174	106.771	105.528	107.826	106.264	106.819	106.736	107.5	107.896
PR8	005001	trace_059	104.076	105.299	105.924	104.292	104.646	105.215	104.792	105.917	104.875	105.681	105.91	106.049	105.799	105.569	105.146	106.042	106.417	107.16	107.104	106.569	105.792	105.132	105.0	104.688	105.188	106.715	105.75	105.66	105.715	105.708	105.431	105.868	107.382	105.007	106.257	105.882	105.965	104.764	105.799	105.062	104.84	104.91	105.118	104.792	104.674	104.993	104.729	104.444	105.354	105.368	104.576	105.181	104.91	105.083	104.875	105.118	105.465	105.021	104.979	104.889	104.667
PR8	005001	trace_060	106.132	106.59	106.708	104.993	105.09	104.146	105.333	104.583	103.91	106.042	105.382	105.493	106.465	104.222	104.597	104.792	104.347	104.833	105.618	104.882	105.91	104.743	106.097	104.562	104.542	104.083	104.625	104.083	104.16	104.618	104.604	104.347	104.417	104.139	104.132	104.257	104.993	105.229	105.16	104.556	103.917	104.167	104.41	103.736	104.292	104.576	105.215	104.118	103.917	103.84	104.868	104.188	103.722	103.576	104.132	104.056	103.729	103.854	103.521	104.139	104.472
PR8	005001	trace_061	105.451	105.681	105.306	105.465	106.243	106.41	106.514	105.847	107.486	107.535	107.854	107.556	107.222	107.132	107.007	106.472	106.549	105.382	105.701	106.25	106.306	106.396	106.806	106.042	106.715	106.104	106.799	106.083	106.118	105.868	106.208	106.694	107.382	106.507	105.458	106.0	105.84	105.944	106.903	106.583	106.458	107.569	106.389	107.215	108.062	106.826	105.729	106.167	106.604	106.215	107.042	106.514	106.361	105.715	106.535	106.569	107.736	107.625	108.194	107.604	106.312
PR8	005001	trace_062	104.771	104.861	104.569	104.743	104.708	105.028	104.514	105.083	104.125	104.66	104.507	104.875	104.528	105.049	105.326	104.917	104.639	104.694	105.035	104.312	105.257	104.521	105.215	104.549	105.389	104.792	104.59	105.806	105.007	105.229	104.632	105.118	105.215	105.118	104.882	104.847	105.09	104.736	104.465	104.326	105.882	104.361	104.639	105.458	106.028	105.049	104.444	105.507	104.91	105.229	104.917	105.229	104.458	105.319	104.576	104.486	104.604	104.993	104.965	104.292	105.007
PR8	005001	trace_063	105.882	104.257	105.361	105.236	105.514	105.146	105.194	104.917	105.174	105.576	105.333	105.285	106.618	105.729	105.903	105.549	105.604	105.34	104.826	105.847	105.972	106.194	105.562	105.5	106.042	106.701	105.514	106.729	106.257	105.875	106.812	105.653	106.16	106.021	106.0	104.931	106.056	106.403	106.083	104.903	105.847	105.556	105.993	106.222	105.799	105.062	105.868	105.257	105.688	105.236	105.34	106.125	105.507	106.062	105.542	105.944	105.021	105.521	105.653	105.167	105.444
PR8	005001	trace_064	106.09	105.479	105.993	105.681	106.208	105.604	106.319	106.222	106.326	107.104	106.194	105.931	105.653	106.188	105.792	106.396	106.236	105.042	106.438	106.875	107.194	106.556	106.236	105.514	106.444	107.688	107.312	106.417	106.194	107.326	106.465	107.125	108.896	108.84	107.694	107.306	107.167	107.326	106.431	107.875	108.028	107.104	108.424	107.778	107.833	106.729	106.66	107.257	107.889	107.181	107.424	107.243	108.271	109.382	111.208	108.903	108.125	109.382	108.507	108.5	109.903
PR8	005001	trace_065	106.444	106.59	107.424	107.299	108.41	108.278	109.09	108.694	109.417	110.549	110.347	110.542	110.243	110.611	109.556	111.639	110.91	112.535	110.958	111.917	110.924	110.59	110.792	113.528	111.799	111.924	112.188	114.278	111.806	112.035	112.111	112.382	111.174	110.986	111.507	112.326	113.458	110.444	112.625	112.222	108.694	108.66	108.611	109.396	108.826	107.979	107.743	109.09	107.271	107.979	108.146	107.604	108.701	107.493	107.181	106.688	107.632	108.181	106.569	107.194	107.715
PR8	005001	trace_066	102.536	103.071	103.036	104.0	103.964	102.262	103.107	103.214	103.429	105.988	103.762	103.429	103.798	103.952	103.56	103.774	103.202	103.56	103.548	103.298	103.381	103.167	103.738	103.238	103.452	103.012	103.107	103.226	102.619	102.798	102.762	103.19	103.369	103.381	103.655	103.083	102.536	102.821	103.25	102.357	102.452	103.048	103.155	102.655	103.381	103.429	103.048	103.595	103.214	103.31	104.155	103.726	102.345	102.631	103.917	102.988	103.81	103.095	102.798	103.44	103.369
PR8	005001	trace_067	105.861	105.465	105.417	105.097	105.931	105.868	104.951	105.528	104.778	105.056	105.639	104.632	104.826	104.701	105.688	104.958	104.938	104.868	104.222	104.722	105.16	104.292	104.417	105.021	105.049	105.361	105.069	103.91	105.681	105.208	106.34	105.792	106.049	106.535	105.562	105.917	104.958	105.479	104.632	104.84	105.403	105.167	104.493	105.424	104.778	105.868	106.264	105.062	105.285	104.785	104.618	105.389	105.299	105.181	105.028	105.472	105.743	104.319	105.66	104.951	104.757
PR8	005001	trace_068	108.715	107.278	110.007	108.757	110.938	110.09	112.167	112.854	110.562	108.646	108.701	110.347	108.924	109.799	109.569	109.382	109.75	108.479	108.146	108.34	108.896	109.868	109.979	109.285	108.09	108.722	110.826	109.972	110.146	108.736	108.257	107.431	108.465	107.889	106.722	108.243	107.514	110.09	111.542	110.16	109.222	108.458	108.056	108.743	107.84	109.604	108.792	108.09	110.84	109.514	107.993	110.972	109.146	107.833	108.146	109.319	108.979	108.028	110.257	111.062	110.188
PR8	005001	trace_069	104.854	105.625	105.688	105.785	106.188	106.5	105.951	107.708	105.09	104.806	104.604	105.722	106.062	104.903	106.292	106.229	105.576	105.306	106.597	106.597	106.312	106.688	106.625	105.715	106.84	106.326	105.778	105.778	105.785	107.014	105.903	106.854	107.382	107.701	106.667	106.861	106.833	106.569	105.625	105.396	106.042	105.701	106.5	105.931	106.174	105.444	105.451	106.958	105.722	105.201	106.403	105.479	105.438	104.917	106.326	105.208	105.493	106.562	106.194	106.007	107.347
PR8	005001	trace_070	107.0	107.681	107.451	106.882	108.618	108.639	108.993	109.701	109.597	108.667	111.465	111.201	109.326	110.222	108.576	109.771	108.701	109.271	110.139	110.083	108.91	109.792	109.91	108.931	109.299	108.819	108.778	108.549	109.854	109.583	109.042	109.257	108.972	108.639	109.076	108.229	109.25	108.743	109.396	109.59	110.347	109.201	110.083	110.549	108.833	109.215	109.382	108.549	109.389	109.944	108.319	109.924	109.09	109.111	109.465	108.444	109.854	109.035	109.181	109.451	109.861
PR8	005001	trace_071	106.451	106.764	106.958	107.646	106.722	107.215	106.465	105.792	107.139	106.438	105.396	106.354	106.521	105.889	106.229	106.451	106.188	106.049	107.167	106.812	106.062	106.201	107.181	107.861	107.382	108.042	107.174	106.049	106.236	107.507	108.257	107.118	107.986	107.924	107.292	106.424	106.681	107.076	106.653	106.604	106.104	106.931	107.201	106.049	106.986	106.361	106.549	108.167	106.674	107.132	107.979	107.347	105.549	107.542	106.875	106.667	106.354	106.924	107.09	107.486	107.611
PR8	005001	trace_072	105.986	106.75	107.25	107.326	106.181	105.688	106.278	105.958	106.326	106.826	106.076	106.257	106.292	106.521	105.924	105.389	105.646	105.972	106.479	107.319	106.917	108.069	106.264	106.486	106.597	105.639	105.34	105.972	106.319	106.757	105.993	105.688	106.493	107.021	106.521	107.944	107.25	106.486	106.806	105.708	106.111	105.646	105.41	104.896	105.868	104.854	105.806	105.278	105.021	105.056	104.611	105.25	105.229	105.882	105.681	105.715	105.715	106.41	105.5	105.965	106.021
PR8	005001	trace_073	103.25	103.285	104.271	103.319	103.597	103.868	103.0	104.403	104.368	103.875	104.097	103.882	103.993	104.826	104.319	104.354	104.507	103.625	104.153	103.174	103.694	104.431	104.201	103.444	104.076	103.75	104.035	103.812	104.861	104.382	104.431	103.785	103.979	103.91	103.604	104.312	104.396	104.153	103.889	104.104	104.611	104.0	105.347	104.243	104.132	104.778	104.438	104.521	103.417	103.861	103.889	103.299	104.361	103.611	104.146	103.042	104.542	104.243	103.944	103.458	104.118
PR8	005001	trace_074	106.257	106.368	106.271	106.16	106.486	105.993	105.771	105.785	105.694	105.375	104.91	105.569	105.215	106.521	105.521	105.674	106.625	106.931	108.0	108.118	107.653	106.354	106.931	106.694	107.264	107.007	106.326	107.285	107.993	108.576	105.729	106.035	106.271	105.681	106.215	105.944	105.993	106.611	105.319	106.708	106.215	106.201	107.521	105.674	105.611	106.465	105.833	106.59	106.528	106.576	105.951	105.319	105.458	104.479	105.194	106.597	105.84	107.007	106.41	106.618	109.569
PR8	005001	trace_075	112.611	110.368	110.986	111.208	110.021	110.799	110.736	111.861	112.431	114.333	115.5	114.722	116.222	116.917	113.667	114.514	114.243	113.75	114.708	113.0	113.139	112.056	113.417	112.84	114.021	114.757	113.389	110.84	110.41	112.632	110.868	111.66	110.917	110.882	112.389	111.549	111.958	111.861	112.319	111.854	111.84	110.729	112.076	111.972	113.181	112.5	111.556	112.59	112.083	112.0	112.556	112.931	113.958	111.694	111.931	112.632	112.604	112.153	110.889	110.16	111.667
PR8	005001	trace_076	103.028	102.965	103.493	103.229	103.493	103.472	104.007	103.111	103.382	103.132	103.368	102.743	103.299	103.646	103.792	103.569	103.701	103.458	104.035	103.812	103.944	103.694	103.833	103.618	102.688	103.424	103.667	103.375	103.361	103.618	103.868	104.104	103.722	103.257	103.312	103.382	103.507	103.778	103.312	103.66	103.375	103.59	103.771	102.951	103.667	103.264	103.59	103.715	103.66	103.715	104.264	104.368	103.347	103.375	103.181	103.722	103.375	103.479	103.611	102.493	103.729
PR8	005001	trace_077	102.854	102.521	102.701	102.083	102.576	102.479	102.153	103.132	101.917	102.861	102.799	102.674	102.854	102.91	102.938	102.299	102.618	102.674	102.799	102.424	102.771	102.917	102.861	102.465	102.035	102.792	102.188	102.049	102.59	102.66	103.146	102.583	102.361	102.569	101.854	103.083	102.583	102.326	102.632	103.194	102.674	102.556	102.597	102.444	102.0	102.764	102.639	102.875	102.549	103.056	102.493	101.965	103.312	102.924	102.889	102.535	103.125	102.5	102.299	102.958	102.84
PR8	005001	trace_078	106.125	105.229	106.507	107.944	109.451	108.799	107.368	107.368	109.875	108.021	107.049	106.062	106.597	106.354	106.153	106.312	106.111	106.903	105.194	106.542	106.243	105.708	105.826	105.632	104.667	104.715	105.66	105.576	105.625	105.66	106.215	105.354	107.007	106.076	106.174	105.604	107.285	105.465	106.194	106.847	106.319	106.931	106.354	106.576	105.715	105.951	107.132	105.854	105.618	106.056	106.569	105.799	106.035	105.917	106.278	107.771	108.368	107.542	106.826	106.847	107.16
PR8	005001	trace_079	106.896	106.299	107.764	107.799	107.403	108.167	106.097	106.632	108.535	108.458	108.319	108.729	107.319	106.972	107.021	107.243	107.167	107.604	107.5	107.403	108.174	107.083	108.021	106.333	107.035	107.889	108.069	108.451	108.403	107.569	108.583	107.833	107.556	107.59	108.111	107.993	108.535	109.382	109.028	109.25	109.201	108.611	109.826	109.931	108.625	109.84	109.201	109.771	108.028	109.34	111.014	109.104	110.215	108.132	107.875	107.243	107.097	107.035	108.299	107.896	107.632
PR8	005001	trace_080	104.799	104.743	105.583	104.757	104.792	104.375	105.278	105.479	104.91	105.465	104.535	103.986	104.562	104.66	104.861	104.618	105.597	105.521	104.674	104.542	105.25	105.236	105.285	105.361	105.868	105.097	105.507	105.111	105.451	105.299	106.028	105.931	105.729	105.549	105.375	105.486	105.181	105.694	106.479	105.16	106.292	104.361	104.91	104.681	104.993	104.917	105.021	106.0	105.84	105.493	105.764	105.368	105.076	105.486	105.917	106.0	105.812	105.521	105.049	105.806	105.764
PR8	005001	trace_081	105.507	105.625	107.285	106.674	107.861	107.292	107.229	106.812	106.104	107.34	106.208	107.417	107.708	107.306	106.118	107.354	108.049	107.944	108.361	107.806	108.451	108.146	107.34	106.549	106.938	106.736	107.229	106.785	107.59	107.806	108.833	108.604	108.722	108.049	108.799	109.215	109.16	110.618	110.535	108.688	107.757	107.479	107.035	106.09	106.868	106.66	107.632	107.688	106.854	106.278	106.257	107.653	107.549	107.146	107.326	107.083	107.514	106.757	108.056	106.653	107.576
PR8	005001	trace_082	104.924	104.965	105.062	104.681	105.208	105.431	105.285	105.458	104.965	106.062	105.708	105.951	105.632	104.951	105.576	105.097	105.993	105.326	105.424	105.125	105.111	105.403	105.889	104.75	105.229	105.361	104.861	105.847	106.264	106.222	104.806	104.757	105.0	105.528	105.618	105.312	105.347	105.986	105.069	105.854	105.91	105.264	106.222	106.771	106.229	106.653	105.583	105.278	105.042	105.41	105.778	105.958	106.708	106.944	108.111	105.597	106.458	105.243	105.021	106.215	105.174
PR8	005001	trace_083	114.361	113.583	114.451	114.653	117.354	120.076	121.062	122.514	116.361	118.618	117.722	114.014	115.729	114.743	114.25	115.465	117.118	117.236	117.299	115.451	118.222	118.778	118.944	121.611	118.778	119.764	121.326	122.299	121.007	119.736	118.542	119.75	119.417	118.188	118.368	117.403	116.785	117.465	116.854	115.389	114.806	112.965	112.792	113.896	112.562	111.889	111.486	109.375	111.042	109.278	113.785	113.674	115.167	112.521	113.958	113.743	113.868	115.271	114.361	116.236	118.319
PR8	005001	trace_084	110.368	110.681	110.715	109.375	109.826	110.868	109.972	109.194	109.014	108.125	108.965	108.639	108.215	108.889	108.917	108.59	110.271	111.417	110.056	109.389	111.139	110.062	110.806	110.035	109.208	110.083	109.833	110.208	110.347	109.167	108.889	109.25	109.118	108.271	108.444	107.465	108.576	109.014	108.5	108.264	108.618	108.201	108.389	107.424	108.403	107.222	107.444	107.375	107.076	107.944	107.736	107.507	108.889	107.868	108.535	108.319	107.271	108.236	108.569	108.16	108.25
PR8	005001	trace_085	102.417	103.868	103.528	104.208	103.701	103.667	102.833	103.139	103.486	103.694	103.785	102.514	103.174	103.549	103.326	103.174	103.222	103.618	103.132	103.639	103.139	103.674	103.306	103.708	103.153	104.604	103.694	104.521	103.167	103.868	103.722	103.278	103.542	103.132	103.104	103.75	103.757	103.354	104.194	103.41	104.007	103.451	103.403	103.611	104.146	104.465	103.806	103.542	103.257	103.056	103.951	104.201	103.299	103.368	103.729	103.507	103.514	103.361	103.118	103.222	103.528
PR8	005001	trace_086	111.007	112.083	112.361	112.229	109.646	109.299	108.847	109.465	106.729	106.056	106.931	106.729	106.347	107.076	106.986	106.965	106.938	108.125	106.688	106.965	107.521	107.576	106.847	107.771	107.785	107.132	107.66	108.146	108.139	106.896	106.84	108.139	107.979	108.056	108.868	107.972	108.417	107.646	109.91	110.91	107.868	106.528	109.215	109.799	109.118	107.465	107.16	107.875	107.91	110.153	108.271	107.799	107.069	107.785	108.486	108.194	108.125	106.819	108.069	108.167	108.062
PR8	005001	trace_087	108.764	107.771	108.375	106.639	107.799	110.007	110.049	110.271	108.104	108.611	110.757	108.806	110.611	107.812	109.208	108.715	109.549	111.396	112.84	113.646	115.882	111.34	112.278	110.625	108.188	108.708	109.785	110.25	112.556	112.201	115.924	114.194	113.514	114.396	117.222	120.062	112.597	112.472	112.201	109.757	109.0	107.75	108.222	107.812	108.243	109.375	108.493	108.014	109.146	108.882	110.514	108.056	107.597	108.333	109.451	108.708	112.215	110.41	109.0	107.146	109.382
PR8	005001	trace_088	111.132	110.896	111.556	110.069	111.083	112.104	113.486	110.451	111.236	109.139	109.917	109.896	109.257	108.938	110.125	108.458	109.09	108.674	109.201	111.708	111.931	110.958	110.799	111.653	110.257	109.806	109.097	108.938	110.465	109.806	109.986	110.111	109.694	110.486	110.424	110.16	110.403	111.146	110.083	110.417	108.153	110.083	109.819	109.201	108.84	108.535	108.007	108.479	108.188	109.639	108.458	108.076	108.771	109.417	108.924	107.639	107.465	108.465	106.861	108.125	106.382
PR8	005001	trace_089	104.347	104.479	104.625	104.569	104.736	104.194	105.479	105.507	106.042	105.146	104.972	105.729	105.382	106.222	108.201	106.688	106.528	106.417	106.208	106.347	107.375	106.451	106.368	106.667	106.833	106.521	106.681	105.646	106.625	105.896	107.194	106.292	107.056	106.639	106.382	106.632	108.007	107.417	107.938	108.146	106.812	107.479	107.5	109.375	107.868	108.701	108.549	108.667	109.132	109.243	107.993	107.674	108.236	107.868	107.083	107.056	107.556	106.438	106.035	106.521	105.972
PR8	005002	trace_001	107.312	105.965	106.021	106.556	105.771	105.674	105.486	105.354	106.882	105.757	106.139	105.903	105.799	105.271	106.333	106.312	107.243	106.062	106.84	106.514	104.785	105.812	106.257	105.917	105.472	106.424	106.458	106.944	106.146	106.41	106.049	106.292	105.556	106.458	105.896	105.222	106.319	105.965	105.438	105.979	106.826	106.688	107.097	106.632	105.958	105.604	106.014	105.66	106.785	105.993	105.653	106.139	106.083	105.944	106.042	106.25	105.847	106.535	105.09	106.028	106.16
PR8	005002	trace_002	108.306	107.472	107.278	106.924	107.535	108.674	107.715	107.715	108.806	108.257	108.771	107.361	107.826	108.444	108.125	109.0	108.646	108.361	108.104	107.708	107.528	107.917	108.132	107.694	108.403	108.208	108.153	107.66	108.181	108.5	108.125	107.792	108.799	108.181	108.188	109.153	108.319	109.028	109.146	108.743	109.542	109.604	108.576	109.729	110.458	111.215	110.674	111.361	115.597	111.5	113.965	113.59	111.458	114.125	110.736	110.229	109.757	112.451	110.118	107.438	109.146
PR8	005002	trace_003	108.278	109.257	110.076	109.854	109.708	108.361	108.0	108.361	110.722	110.535	110.674	110.41	109.542	110.611	110.625	109.444	108.847	108.229	108.896	109.069	108.465	108.243	108.958	107.979	108.389	108.069	108.674	110.299	109.458	109.646	109.208	107.91	109.167	107.229	107.299	108.556	108.854	109.479	108.701	109.146	109.528	109.882	111.16	110.243	111.396	108.285	107.347	108.792	108.819	107.236	107.278	106.479	107.194	107.25	108.944	110.014	109.583	107.479	107.757	106.889	105.792
PR8	005002	trace_004	106.528	106.931	105.5	105.861	106.458	106.799	105.819	106.549	106.007	106.285	106.34	106.16	106.771	106.799	106.09	106.826	105.847	105.812	106.354	106.312	105.917	104.826	105.424	106.076	106.25	106.653	105.861	107.076	106.049	105.167	106.069	105.986	106.049	106.264	106.875	105.368	105.84	105.729	105.674	105.819	105.896	105.868	106.333	107.042	106.062	105.424	105.819	105.847	106.278	106.403	106.278	106.556	105.771	107.201	106.215	105.514	105.375	106.028	106.181	105.951	106.368
PR8	005002	trace_005	114.604	113.806	112.493	114.681	113.528	115.049	116.042	111.785	112.778	113.181	112.868	113.368	114.361	114.174	114.611	114.701	115.271	115.299	115.458	116.562	115.729	115.09	115.75	115.319	114.979	113.403	114.188	113.25	112.542	113.285	115.333	113.188	119.59	116.674	114.597	114.493	114.924	114.521	115.174	114.944	116.882	114.715	116.09	113.854	114.535	115.09	113.938	113.771	114.208	115.208	115.014	117.611	114.486	114.854	115.222	115.306	114.59	112.944	113.146	113.056	112.028
PR8	005002	trace_006	107.889	107.965	109.028	108.597	107.965	109.042	108.674	109.319	108.382	109.778	108.535	108.194	107.958	108.854	106.653	107.417	106.764	106.896	107.056	106.812	108.306	107.264	107.424	107.215	106.861	106.903	107.576	110.556	111.382	110.104	107.972	107.757	108.979	108.431	108.257	108.167	108.285	108.931	106.854	108.271	107.979	109.424	110.042	110.111	108.354	108.083	108.896	108.618	107.375	107.84	106.889	107.062	106.521	106.91	107.153	108.694	106.229	107.056	107.424	107.021	107.306
PR8	005002	trace_007	109.139	109.562	110.188	108.201	109.771	109.59	109.896	109.694	109.889	110.986	111.972	111.715	112.153	111.715	111.125	112.799	111.299	113.312	110.632	108.604	109.611	108.007	109.118	109.389	111.236	109.778	109.188	111.215	110.326	109.41	110.292	111.674	113.042	112.396	114.181	110.354	110.306	111.451	112.778	112.493	112.597	113.104	114.25	113.861	112.368	111.59	112.201	110.569	109.694	110.438	111.118	110.215	110.271	109.028	111.368	110.042	109.812	108.201	108.153	106.972	108.069
PR8	005002	trace_008	105.757	105.271	105.812	107.444	105.972	106.312	106.438	105.931	106.486	107.576	105.111	106.486	106.889	106.514	107.84	107.597	108.007	106.576	105.667	106.292	105.951	106.229	106.403	105.646	105.958	106.743	105.938	106.194	106.257	105.938	105.306	105.083	105.799	106.493	105.979	107.035	105.896	106.514	105.618	106.181	106.958	106.472	106.201	106.917	106.722	106.049	105.688	105.514	106.944	106.951	107.465	106.382	106.59	106.847	106.257	106.757	106.681	107.132	106.076	107.028	106.472
PR8	005002	trace_009	112.896	110.174	111.403	112.007	112.632	111.715	111.438	110.535	113.201	112.854	112.389	111.611	112.028	111.181	112.646	111.938	112.597	113.5	112.681	115.41	114.396	115.347	113.167	113.632	112.403	112.062	113.597	113.944	116.771	115.854	116.556	114.09	116.299	117.382	115.201	115.139	115.847	116.257	116.451	115.681	114.861	115.451	116.458	115.042	117.097	116.799	118.056	116.417	115.056	120.292	116.292	113.854	114.514	115.167	114.347	112.958	113.458	113.569	116.049	116.417	115.132
PR8	005002	trace_010	106.264	105.681	105.486	105.25	105.292	105.368	105.292	105.833	105.257	106.271	105.736	104.757	106.319	105.486	105.09	105.736	106.743	106.604	106.285	106.562	106.167	106.667	106.708	106.944	107.507	104.972	106.333	105.278	106.333	104.854	105.674	106.243	105.09	104.931	105.632	105.736	105.826	105.465	105.146	105.993	105.604	106.285	105.076	104.896	105.34	105.785	105.549	104.938	105.028	105.826	104.896	105.66	105.312	105.354	105.25	105.472	105.5	105.306	105.09	105.368	105.326
PR8	005002	trace_011	113.278	113.66	115.639	115.771	113.868	114.396	113.083	112.021	112.799	111.132	111.986	110.785	111.306	112.625	112.215	114.986	111.278	112.59	112.375	111.924	110.632	109.736	113.736	113.118	111.59	111.75	111.701	110.597	111.66	111.806	111.41	111.41	111.486	111.41	113.25	112.625	111.528	111.403	111.75	111.319	110.611	110.681	110.861	109.326	109.729	110.361	110.382	109.993	109.528	109.542	109.951	109.91	110.569	110.139	110.118	109.382	110.938	109.771	110.889	110.444	109.347
PR8	005002	trace_012	104.722	103.965	104.049	104.347	104.521	104.007	103.958	103.653	103.59	103.931	104.118	104.208	103.569	104.375	103.59	103.764	104.09	104.472	103.965	103.84	104.035	104.271	103.757	103.833	103.479	103.465	103.972	104.007	104.0	103.701	104.25	104.396	103.514	104.451	104.299	104.59	104.625	104.618	103.972	103.861	103.736	104.194	104.451	104.118	103.938	103.653	103.826	104.444	104.278	104.326	103.528	103.458	104.66	104.007	104.389	103.806	104.285	103.66	104.431	104.222	104.153
PR8	005002	trace_013	108.396	108.931	108.25	108.847	106.882	107.799	107.701	108.125	110.021	108.611	107.243	107.194	107.736	107.285	108.16	107.889	107.076	107.535	106.924	106.576	108.097	107.924	107.479	107.514	107.611	108.514	108.771	107.34	108.09	107.139	108.306	106.444	107.507	106.306	107.194	107.778	107.007	106.757	105.972	106.125	106.236	105.785	105.688	105.715	105.118	106.062	105.076	106.576	107.028	105.361	105.854	106.153	106.188	107.049	106.062	106.972	106.597	105.688	106.299	106.34	106.243
PR8	005002	trace_014	105.514	105.132	105.444	104.174	104.354	104.59	104.569	104.743	104.438	104.34	105.542	105.424	106.201	105.368	104.438	104.875	106.264	106.208	105.91	106.826	106.451	104.007	104.326	104.826	105.521	105.583	104.542	106.319	106.521	106.368	105.361	105.299	105.979	105.701	105.174	105.34	105.514	105.41	105.833	105.806	105.847	104.514	105.431	104.493	105.208	104.903	103.854	104.917	104.417	104.632	104.59	104.479	104.292	104.181	104.514	104.59	104.326	104.604	105.028	103.778	104.368
PR8	005002	trace_015	109.958	108.208	107.812	107.444	107.993	108.361	107.167	107.639	107.146	107.729	108.069	107.542	107.271	108.569	109.986	109.896	107.208	107.986	107.743	106.465	106.875	107.368	107.493	107.007	108.16	108.076	107.972	107.319	107.25	106.91	106.875	107.562	108.014	107.611	108.354	107.924	107.931	106.646	106.924	107.035	106.715	106.139	107.0	108.444	107.278	108.042	107.236	107.75	106.993	107.167	106.889	107.299	106.972	107.764	106.562	107.854	107.229	108.722	107.41	107.09	107.34
